UTMX,UTMY,Segment,Sdepth,volume_m,DO,Wtemp,uniqueID,Sdepthm,habitat,keep,milesX,milesY,color
301000,4266000,POTOH,14.76378,250000,6.3,83.8,301000 4266000,4.5,Tolerable,YES,187.032671,42.253228,yellow
301000,4266000,POTOH,0,250000,6.37,83.1,301000 4266000,0,Tolerable,YES,187.032671,42.253228,yellow
301000,4266000,POTOH,8.2021,250000,6.15,83.1,301000 4266000,2.5,Tolerable,YES,187.032671,42.253228,yellow
301000,4266000,POTOH,6.56168,250000,6.18,83.1,301000 4266000,2,Tolerable,YES,187.032671,42.253228,yellow
301000,4266000,POTOH,11.48294,250000,6.03,83,301000 4266000,3.5,Tolerable,YES,187.032671,42.253228,yellow
301000,4266000,POTOH,1.64042,250000,6.33,83.1,301000 4266000,0.5,Tolerable,YES,187.032671,42.253228,yellow
301500,4256000,POTOH,0,250000,6.95,82.5,301500 4256000,0,Tolerable,YES,187.3433565,36.039518,yellow
301500,4256000,POTOH,1.64042,250000,6.91,82.6,301500 4256000,0.5,Tolerable,YES,187.3433565,36.039518,yellow
301500,4256000,POTOH,4.92126,250000,6.8,82.7,301500 4256000,1.5,Tolerable,YES,187.3433565,36.039518,yellow
301500,4256000,POTOH,3.28084,250000,6.85,82.6,301500 4256000,1,Tolerable,YES,187.3433565,36.039518,yellow
301500,4256000,POTOH,6.56168,250000,6.75,82.8,301500 4256000,2,Tolerable,YES,187.3433565,36.039518,yellow
301500,4256500,POTOH,6.56168,250000,6.73,82.8,301500 4256500,2,Tolerable,YES,187.3433565,36.3502035000001,yellow
301500,4256500,POTOH,0,250000,6.94,82.5,301500 4256500,0,Tolerable,YES,187.3433565,36.3502035000001,yellow
301500,4256500,POTOH,3.28084,250000,6.84,82.7,301500 4256500,1,Tolerable,YES,187.3433565,36.3502035000001,yellow
301500,4256500,POTOH,4.92126,250000,6.79,82.7,301500 4256500,1.5,Tolerable,YES,187.3433565,36.3502035000001,yellow
301500,4256500,POTOH,1.64042,250000,6.89,82.6,301500 4256500,0.5,Tolerable,YES,187.3433565,36.3502035000001,yellow
301500,4257000,POTOH,0,250000,6.92,82.5,301500 4257000,0,Tolerable,YES,187.3433565,36.6608890000002,yellow
301500,4257000,POTOH,4.92126,250000,6.77,82.7,301500 4257000,1.5,Tolerable,YES,187.3433565,36.6608890000002,yellow
301500,4257000,POTOH,3.28084,250000,6.82,82.7,301500 4257000,1,Tolerable,YES,187.3433565,36.6608890000002,yellow
301500,4257000,POTOH,1.64042,250000,6.88,82.6,301500 4257000,0.5,Tolerable,YES,187.3433565,36.6608890000002,yellow
301500,4257000,POTOH,6.56168,250000,6.72,82.8,301500 4257000,2,Tolerable,YES,187.3433565,36.6608890000002,yellow
301500,4257000,POTOH,8.2021,250000,6.64,82.8,301500 4257000,2.5,Tolerable,YES,187.3433565,36.6608890000002,yellow
301500,4257500,POTOH,0,250000,6.91,82.6,301500 4257500,0,Tolerable,YES,187.3433565,36.9715745000003,yellow
301500,4257500,POTOH,8.2021,250000,6.63,82.8,301500 4257500,2.5,Tolerable,YES,187.3433565,36.9715745000003,yellow
301500,4257500,POTOH,1.64042,250000,6.86,82.6,301500 4257500,0.5,Tolerable,YES,187.3433565,36.9715745000003,yellow
301500,4257500,POTOH,6.56168,250000,6.7,82.8,301500 4257500,2,Tolerable,YES,187.3433565,36.9715745000003,yellow
301500,4257500,POTOH,3.28084,250000,6.8,82.7,301500 4257500,1,Tolerable,YES,187.3433565,36.9715745000003,yellow
301500,4257500,POTOH,4.92126,250000,6.75,82.8,301500 4257500,1.5,Tolerable,YES,187.3433565,36.9715745000003,yellow
301500,4258000,POTOH,6.56168,250000,6.68,82.8,301500 4258000,2,Tolerable,YES,187.3433565,37.2822600000004,yellow
301500,4258000,POTOH,8.2021,250000,6.61,82.8,301500 4258000,2.5,Tolerable,YES,187.3433565,37.2822600000004,yellow
301500,4258000,POTOH,0,250000,6.89,82.6,301500 4258000,0,Tolerable,YES,187.3433565,37.2822600000004,yellow
301500,4258000,POTOH,1.64042,250000,6.84,82.7,301500 4258000,0.5,Tolerable,YES,187.3433565,37.2822600000004,yellow
301500,4258000,POTOH,4.92126,250000,6.73,82.8,301500 4258000,1.5,Tolerable,YES,187.3433565,37.2822600000004,yellow
301500,4258000,POTOH,3.28084,250000,6.78,82.7,301500 4258000,1,Tolerable,YES,187.3433565,37.2822600000004,yellow
301500,4258500,POTOH,1.64042,250000,6.82,82.7,301500 4258500,0.5,Tolerable,YES,187.3433565,37.5929455,yellow
301500,4258500,POTOH,6.56168,250000,6.66,82.9,301500 4258500,2,Tolerable,YES,187.3433565,37.5929455,yellow
301500,4258500,POTOH,0,250000,6.87,82.7,301500 4258500,0,Tolerable,YES,187.3433565,37.5929455,yellow
301500,4258500,POTOH,9.84252,250000,6.14,83,301500 4258500,3,Tolerable,YES,187.3433565,37.5929455,yellow
301500,4258500,POTOH,3.28084,250000,6.76,82.8,301500 4258500,1,Tolerable,YES,187.3433565,37.5929455,yellow
301500,4258500,POTOH,8.2021,250000,6.59,82.8,301500 4258500,2.5,Tolerable,YES,187.3433565,37.5929455,yellow
301500,4258500,POTOH,4.92126,250000,6.71,82.8,301500 4258500,1.5,Tolerable,YES,187.3433565,37.5929455,yellow
301500,4259000,POTOH,6.56168,250000,6.63,82.9,301500 4259000,2,Tolerable,YES,187.3433565,37.9036310000001,yellow
301500,4259000,POTOH,9.84252,250000,6.13,83,301500 4259000,3,Tolerable,YES,187.3433565,37.9036310000001,yellow
301500,4259000,POTOH,1.64042,250000,6.79,82.7,301500 4259000,0.5,Tolerable,YES,187.3433565,37.9036310000001,yellow
301500,4259000,POTOH,8.2021,250000,6.57,82.9,301500 4259000,2.5,Tolerable,YES,187.3433565,37.9036310000001,yellow
301500,4259000,POTOH,0,250000,6.84,82.7,301500 4259000,0,Tolerable,YES,187.3433565,37.9036310000001,yellow
301500,4259000,POTOH,3.28084,250000,6.74,82.8,301500 4259000,1,Tolerable,YES,187.3433565,37.9036310000001,yellow
301500,4259000,POTOH,4.92126,250000,6.68,82.8,301500 4259000,1.5,Tolerable,YES,187.3433565,37.9036310000001,yellow
301500,4259500,POTOH,9.84252,250000,6.12,83,301500 4259500,3,Tolerable,YES,187.3433565,38.2143165000002,yellow
301500,4259500,POTOH,0,250000,6.82,82.7,301500 4259500,0,Tolerable,YES,187.3433565,38.2143165000002,yellow
301500,4259500,POTOH,6.56168,250000,6.6,82.9,301500 4259500,2,Tolerable,YES,187.3433565,38.2143165000002,yellow
301500,4259500,POTOH,3.28084,250000,6.71,82.8,301500 4259500,1,Tolerable,YES,187.3433565,38.2143165000002,yellow
301500,4259500,POTOH,11.48294,250000,6.1,83,301500 4259500,3.5,Tolerable,YES,187.3433565,38.2143165000002,yellow
301500,4259500,POTOH,1.64042,250000,6.76,82.8,301500 4259500,0.5,Tolerable,YES,187.3433565,38.2143165000002,yellow
301500,4259500,POTOH,4.92126,250000,6.66,82.8,301500 4259500,1.5,Tolerable,YES,187.3433565,38.2143165000002,yellow
301500,4259500,POTOH,8.2021,250000,6.55,82.9,301500 4259500,2.5,Tolerable,YES,187.3433565,38.2143165000002,yellow
301500,4260000,POTOH,4.92126,250000,6.63,82.9,301500 4260000,1.5,Tolerable,YES,187.3433565,38.5250020000003,yellow
301500,4260000,POTOH,6.56168,250000,6.58,82.9,301500 4260000,2,Tolerable,YES,187.3433565,38.5250020000003,yellow
301500,4260000,POTOH,0,250000,6.79,82.8,301500 4260000,0,Tolerable,YES,187.3433565,38.5250020000003,yellow
301500,4260000,POTOH,1.64042,250000,6.73,82.8,301500 4260000,0.5,Tolerable,YES,187.3433565,38.5250020000003,yellow
301500,4260000,POTOH,8.2021,250000,6.53,82.9,301500 4260000,2.5,Tolerable,YES,187.3433565,38.5250020000003,yellow
301500,4260000,POTOH,9.84252,250000,6.12,83,301500 4260000,3,Tolerable,YES,187.3433565,38.5250020000003,yellow
301500,4260000,POTOH,3.28084,250000,6.68,82.8,301500 4260000,1,Tolerable,YES,187.3433565,38.5250020000003,yellow
301500,4260000,POTOH,11.48294,250000,6.09,83,301500 4260000,3.5,Tolerable,YES,187.3433565,38.5250020000003,yellow
301500,4260500,POTOH,1.64042,250000,6.7,82.8,301500 4260500,0.5,Tolerable,YES,187.3433565,38.8356875000004,yellow
301500,4260500,POTOH,3.28084,250000,6.65,82.9,301500 4260500,1,Tolerable,YES,187.3433565,38.8356875000004,yellow
301500,4260500,POTOH,4.92126,250000,6.6,82.9,301500 4260500,1.5,Tolerable,YES,187.3433565,38.8356875000004,yellow
301500,4260500,POTOH,11.48294,250000,6.08,83,301500 4260500,3.5,Tolerable,YES,187.3433565,38.8356875000004,yellow
301500,4260500,POTOH,8.2021,250000,6.5,82.9,301500 4260500,2.5,Tolerable,YES,187.3433565,38.8356875000004,yellow
301500,4260500,POTOH,6.56168,250000,6.55,82.9,301500 4260500,2,Tolerable,YES,187.3433565,38.8356875000004,yellow
301500,4260500,POTOH,0,250000,6.76,82.8,301500 4260500,0,Tolerable,YES,187.3433565,38.8356875000004,yellow
301500,4260500,POTOH,9.84252,250000,6.11,83,301500 4260500,3,Tolerable,YES,187.3433565,38.8356875000004,yellow
301500,4261000,POTOH,4.92126,250000,6.57,82.9,301500 4261000,1.5,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261000,POTOH,11.48294,250000,6.08,83,301500 4261000,3.5,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261000,POTOH,1.64042,250000,6.67,82.9,301500 4261000,0.5,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261000,POTOH,0,250000,6.72,82.9,301500 4261000,0,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261000,POTOH,13.12336,250000,6.25,83.1,301500 4261000,4,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261000,POTOH,9.84252,250000,6.1,83,301500 4261000,3,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261000,POTOH,3.28084,250000,6.62,82.9,301500 4261000,1,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261000,POTOH,8.2021,250000,6.47,82.9,301500 4261000,2.5,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261000,POTOH,6.56168,250000,6.51,82.9,301500 4261000,2,Tolerable,YES,187.3433565,39.146373,yellow
301500,4261500,POTOH,11.48294,250000,6.07,83,301500 4261500,3.5,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,4.92126,250000,6.53,82.9,301500 4261500,1.5,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,8.2021,250000,6.44,83,301500 4261500,2.5,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,0,250000,6.68,82.9,301500 4261500,0,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,1.64042,250000,6.63,82.9,301500 4261500,0.5,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,3.28084,250000,6.58,82.9,301500 4261500,1,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,13.12336,250000,6.26,83.2,301500 4261500,4,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,9.84252,250000,6.1,83,301500 4261500,3,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,6.56168,250000,6.48,83,301500 4261500,2,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4261500,POTOH,14.76378,250000,6.3,83.8,301500 4261500,4.5,Tolerable,YES,187.3433565,39.4570585000001,yellow
301500,4262000,POTOH,8.2021,250000,6.4,83,301500 4262000,2.5,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262000,POTOH,13.12336,250000,6.26,83.2,301500 4262000,4,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262000,POTOH,9.84252,250000,6.09,83,301500 4262000,3,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262000,POTOH,11.48294,250000,6.06,83,301500 4262000,3.5,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262000,POTOH,4.92126,250000,6.49,83,301500 4262000,1.5,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262000,POTOH,6.56168,250000,6.44,83,301500 4262000,2,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262000,POTOH,3.28084,250000,6.54,83,301500 4262000,1,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262000,POTOH,1.64042,250000,6.59,82.9,301500 4262000,0.5,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262000,POTOH,0,250000,6.64,82.9,301500 4262000,0,Tolerable,YES,187.3433565,39.7677440000002,yellow
301500,4262500,POTOH,11.48294,250000,6.06,83,301500 4262500,3.5,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4262500,POTOH,8.2021,250000,6.37,83.1,301500 4262500,2.5,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4262500,POTOH,13.12336,250000,6.27,83.2,301500 4262500,4,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4262500,POTOH,3.28084,250000,6.51,83.1,301500 4262500,1,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4262500,POTOH,9.84252,250000,6.08,83,301500 4262500,3,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4262500,POTOH,1.64042,250000,6.55,83.1,301500 4262500,0.5,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4262500,POTOH,4.92126,250000,6.46,83.1,301500 4262500,1.5,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4262500,POTOH,0,250000,6.6,83.1,301500 4262500,0,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4262500,POTOH,6.56168,250000,6.41,83.1,301500 4262500,2,Tolerable,YES,187.3433565,40.0784295000003,yellow
301500,4263000,POTOH,11.48294,250000,6.05,83,301500 4263000,3.5,Tolerable,YES,187.3433565,40.3891150000004,yellow
301500,4263000,POTOH,8.2021,250000,6.34,83.1,301500 4263000,2.5,Tolerable,YES,187.3433565,40.3891150000004,yellow
301500,4263000,POTOH,3.28084,250000,6.47,83.1,301500 4263000,1,Tolerable,YES,187.3433565,40.3891150000004,yellow
301500,4263000,POTOH,9.84252,250000,6.08,83,301500 4263000,3,Tolerable,YES,187.3433565,40.3891150000004,yellow
301500,4263000,POTOH,0,250000,6.56,83.1,301500 4263000,0,Tolerable,YES,187.3433565,40.3891150000004,yellow
301500,4263000,POTOH,4.92126,250000,6.42,83.1,301500 4263000,1.5,Tolerable,YES,187.3433565,40.3891150000004,yellow
301500,4263000,POTOH,1.64042,250000,6.51,83.1,301500 4263000,0.5,Tolerable,YES,187.3433565,40.3891150000004,yellow
301500,4263000,POTOH,6.56168,250000,6.37,83.1,301500 4263000,2,Tolerable,YES,187.3433565,40.3891150000004,yellow
301500,4263500,POTOH,3.28084,250000,6.43,83.1,301500 4263500,1,Tolerable,YES,187.3433565,40.6998005,yellow
301500,4263500,POTOH,9.84252,250000,6.07,83,301500 4263500,3,Tolerable,YES,187.3433565,40.6998005,yellow
301500,4263500,POTOH,4.92126,250000,6.38,83.1,301500 4263500,1.5,Tolerable,YES,187.3433565,40.6998005,yellow
301500,4263500,POTOH,0,250000,6.52,83.1,301500 4263500,0,Tolerable,YES,187.3433565,40.6998005,yellow
301500,4263500,POTOH,8.2021,250000,6.3,83.1,301500 4263500,2.5,Tolerable,YES,187.3433565,40.6998005,yellow
301500,4263500,POTOH,1.64042,250000,6.47,83.1,301500 4263500,0.5,Tolerable,YES,187.3433565,40.6998005,yellow
301500,4263500,POTOH,11.48294,250000,6.04,83,301500 4263500,3.5,Tolerable,YES,187.3433565,40.6998005,yellow
301500,4263500,POTOH,6.56168,250000,6.33,83.1,301500 4263500,2,Tolerable,YES,187.3433565,40.6998005,yellow
301500,4264000,POTOH,0,250000,6.48,83.1,301500 4264000,0,Tolerable,YES,187.3433565,41.0104860000001,yellow
301500,4264000,POTOH,4.92126,250000,6.34,83.1,301500 4264000,1.5,Tolerable,YES,187.3433565,41.0104860000001,yellow
301500,4264000,POTOH,8.2021,250000,6.26,83.1,301500 4264000,2.5,Tolerable,YES,187.3433565,41.0104860000001,yellow
301500,4264000,POTOH,1.64042,250000,6.43,83.1,301500 4264000,0.5,Tolerable,YES,187.3433565,41.0104860000001,yellow
301500,4264000,POTOH,6.56168,250000,6.29,83.1,301500 4264000,2,Tolerable,YES,187.3433565,41.0104860000001,yellow
301500,4264000,POTOH,9.84252,250000,6.07,83,301500 4264000,3,Tolerable,YES,187.3433565,41.0104860000001,yellow
301500,4264000,POTOH,3.28084,250000,6.39,83.1,301500 4264000,1,Tolerable,YES,187.3433565,41.0104860000001,yellow
301500,4264500,POTOH,9.84252,250000,6.06,83,301500 4264500,3,Tolerable,YES,187.3433565,41.3211715000002,yellow
301500,4264500,POTOH,1.64042,250000,6.4,83.1,301500 4264500,0.5,Tolerable,YES,187.3433565,41.3211715000002,yellow
301500,4264500,POTOH,8.2021,250000,6.22,83.1,301500 4264500,2.5,Tolerable,YES,187.3433565,41.3211715000002,yellow
301500,4264500,POTOH,6.56168,250000,6.25,83.1,301500 4264500,2,Tolerable,YES,187.3433565,41.3211715000002,yellow
301500,4264500,POTOH,4.92126,250000,6.3,83.1,301500 4264500,1.5,Tolerable,YES,187.3433565,41.3211715000002,yellow
301500,4264500,POTOH,0,250000,6.44,83.1,301500 4264500,0,Tolerable,YES,187.3433565,41.3211715000002,yellow
301500,4264500,POTOH,3.28084,250000,6.35,83.1,301500 4264500,1,Tolerable,YES,187.3433565,41.3211715000002,yellow
301500,4265000,POTOH,3.28084,250000,6.31,83.1,301500 4265000,1,Tolerable,YES,187.3433565,41.6318570000003,yellow
301500,4265000,POTOH,9.84252,250000,6.06,83,301500 4265000,3,Tolerable,YES,187.3433565,41.6318570000003,yellow
301500,4265000,POTOH,0,250000,6.4,83.1,301500 4265000,0,Tolerable,YES,187.3433565,41.6318570000003,yellow
301500,4265000,POTOH,11.48294,250000,6.03,83,301500 4265000,3.5,Tolerable,YES,187.3433565,41.6318570000003,yellow
301500,4265000,POTOH,4.92126,250000,6.26,83.1,301500 4265000,1.5,Tolerable,YES,187.3433565,41.6318570000003,yellow
301500,4265000,POTOH,8.2021,250000,6.18,83.1,301500 4265000,2.5,Tolerable,YES,187.3433565,41.6318570000003,yellow
301500,4265000,POTOH,6.56168,250000,6.21,83.1,301500 4265000,2,Tolerable,YES,187.3433565,41.6318570000003,yellow
301500,4265000,POTOH,1.64042,250000,6.36,83.1,301500 4265000,0.5,Tolerable,YES,187.3433565,41.6318570000003,yellow
302000,4253000,POTOH,9.84252,250000,5.99,82.6,302000 4253000,3,Tolerable,YES,187.654042,34.1754050000004,yellow
302000,4253000,POTOH,11.48294,250000,5.94,82.6,302000 4253000,3.5,Tolerable,YES,187.654042,34.1754050000004,yellow
302000,4253000,POTOH,6.56168,250000,6.8,82.8,302000 4253000,2,Tolerable,YES,187.654042,34.1754050000004,yellow
302000,4253000,POTOH,1.64042,250000,6.95,82.5,302000 4253000,0.5,Tolerable,YES,187.654042,34.1754050000004,yellow
302000,4253000,POTOH,3.28084,250000,6.9,82.6,302000 4253000,1,Tolerable,YES,187.654042,34.1754050000004,yellow
302000,4253000,POTOH,4.92126,250000,6.85,82.7,302000 4253000,1.5,Tolerable,YES,187.654042,34.1754050000004,yellow
302000,4253000,POTOH,8.2021,250000,6.72,82.8,302000 4253000,2.5,Tolerable,YES,187.654042,34.1754050000004,yellow
302000,4253000,POTOH,0,250000,6.99,82.4,302000 4253000,0,Suitable,YES,187.654042,34.1754050000004,dodgerblue
302000,4253500,POTOH,6.56168,250000,6.8,82.8,302000 4253500,2,Tolerable,YES,187.654042,34.4860905000001,yellow
302000,4253500,POTOH,8.2021,250000,6.72,82.8,302000 4253500,2.5,Tolerable,YES,187.654042,34.4860905000001,yellow
302000,4253500,POTOH,11.48294,250000,5.93,82.6,302000 4253500,3.5,Tolerable,YES,187.654042,34.4860905000001,yellow
302000,4253500,POTOH,4.92126,250000,6.85,82.7,302000 4253500,1.5,Tolerable,YES,187.654042,34.4860905000001,yellow
302000,4253500,POTOH,9.84252,250000,5.98,82.6,302000 4253500,3,Tolerable,YES,187.654042,34.4860905000001,yellow
302000,4253500,POTOH,3.28084,250000,6.9,82.6,302000 4253500,1,Tolerable,YES,187.654042,34.4860905000001,yellow
302000,4253500,POTOH,1.64042,250000,6.95,82.5,302000 4253500,0.5,Tolerable,YES,187.654042,34.4860905000001,yellow
302000,4253500,POTOH,0,250000,6.99,82.4,302000 4253500,0,Suitable,YES,187.654042,34.4860905000001,dodgerblue
302000,4254000,POTOH,9.84252,250000,5.97,82.6,302000 4254000,3,Tolerable,YES,187.654042,34.7967760000001,yellow
302000,4254000,POTOH,4.92126,250000,6.85,82.7,302000 4254000,1.5,Tolerable,YES,187.654042,34.7967760000001,yellow
302000,4254000,POTOH,11.48294,250000,5.92,82.6,302000 4254000,3.5,Tolerable,YES,187.654042,34.7967760000001,yellow
302000,4254000,POTOH,8.2021,250000,6.71,82.8,302000 4254000,2.5,Tolerable,YES,187.654042,34.7967760000001,yellow
302000,4254000,POTOH,3.28084,250000,6.9,82.6,302000 4254000,1,Tolerable,YES,187.654042,34.7967760000001,yellow
302000,4254000,POTOH,1.64042,250000,6.95,82.5,302000 4254000,0.5,Tolerable,YES,187.654042,34.7967760000001,yellow
302000,4254000,POTOH,6.56168,250000,6.8,82.8,302000 4254000,2,Tolerable,YES,187.654042,34.7967760000001,yellow
302000,4254000,POTOH,0,250000,6.98,82.4,302000 4254000,0,Suitable,YES,187.654042,34.7967760000001,dodgerblue
302000,4255000,POTOH,3.28084,250000,6.88,82.6,302000 4255000,1,Tolerable,YES,187.654042,35.4181470000003,yellow
302000,4255000,POTOH,0,250000,6.97,82.4,302000 4255000,0,Suitable,YES,187.654042,35.4181470000003,dodgerblue
302000,4255000,POTOH,8.2021,250000,6.69,82.8,302000 4255000,2.5,Tolerable,YES,187.654042,35.4181470000003,yellow
302000,4255000,POTOH,6.56168,250000,6.78,82.8,302000 4255000,2,Tolerable,YES,187.654042,35.4181470000003,yellow
302000,4255000,POTOH,1.64042,250000,6.93,82.5,302000 4255000,0.5,Tolerable,YES,187.654042,35.4181470000003,yellow
302000,4255000,POTOH,4.92126,250000,6.83,82.7,302000 4255000,1.5,Tolerable,YES,187.654042,35.4181470000003,yellow
302000,4255500,POTOH,0,250000,6.96,82.5,302000 4255500,0,Tolerable,YES,187.654042,35.7288325000004,yellow
302000,4255500,POTOH,1.64042,250000,6.92,82.5,302000 4255500,0.5,Tolerable,YES,187.654042,35.7288325000004,yellow
302000,4255500,POTOH,4.92126,250000,6.82,82.7,302000 4255500,1.5,Tolerable,YES,187.654042,35.7288325000004,yellow
302000,4255500,POTOH,3.28084,250000,6.87,82.6,302000 4255500,1,Tolerable,YES,187.654042,35.7288325000004,yellow
302000,4255500,POTOH,8.2021,250000,6.68,82.8,302000 4255500,2.5,Tolerable,YES,187.654042,35.7288325000004,yellow
302000,4255500,POTOH,6.56168,250000,6.76,82.8,302000 4255500,2,Tolerable,YES,187.654042,35.7288325000004,yellow
302000,4266500,POTTF,13.12336,250000,6.29,83.5,302000 4266500,4,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4266500,POTTF,8.2021,250000,6.09,83.1,302000 4266500,2.5,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4266500,POTTF,6.56168,250000,6.12,83.1,302000 4266500,2,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4266500,POTTF,1.64042,250000,6.27,83.1,302000 4266500,0.5,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4266500,POTTF,4.92126,250000,6.17,83.1,302000 4266500,1.5,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4266500,POTTF,11.48294,250000,6.02,83,302000 4266500,3.5,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4266500,POTTF,3.28084,250000,6.22,83.1,302000 4266500,1,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4266500,POTTF,9.84252,250000,6.05,83,302000 4266500,3,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4266500,POTTF,0,250000,6.31,83.1,302000 4266500,0,Tolerable,YES,187.654042,42.5639135000001,yellow
302000,4267000,POTTF,11.48294,250000,6.02,83,302000 4267000,3.5,Tolerable,YES,187.654042,42.8745990000002,yellow
302000,4267000,POTTF,1.64042,250000,6.26,83.1,302000 4267000,0.5,Tolerable,YES,187.654042,42.8745990000002,yellow
302000,4267000,POTTF,4.92126,250000,6.16,83.1,302000 4267000,1.5,Tolerable,YES,187.654042,42.8745990000002,yellow
302000,4267000,POTTF,3.28084,250000,6.21,83.1,302000 4267000,1,Tolerable,YES,187.654042,42.8745990000002,yellow
302000,4267000,POTTF,6.56168,250000,6.11,83.1,302000 4267000,2,Tolerable,YES,187.654042,42.8745990000002,yellow
302000,4267000,POTTF,0,250000,6.3,83.1,302000 4267000,0,Tolerable,YES,187.654042,42.8745990000002,yellow
302000,4267000,POTTF,9.84252,250000,6.05,83,302000 4267000,3,Tolerable,YES,187.654042,42.8745990000002,yellow
302000,4267000,POTTF,8.2021,250000,6.08,83.1,302000 4267000,2.5,Tolerable,YES,187.654042,42.8745990000002,yellow
302500,4251500,POTOH,4.92126,250000,6.82,82.7,302500 4251500,1.5,Tolerable,YES,187.9647275,33.2433485000001,yellow
